function	op_address	mnemonic	matched_constants	pcode
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068146, 2) INDIRECT (ram, 0x8c068146, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068148, 2) INDIRECT (ram, 0x8c068148, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c06814c, 2) INDIRECT (ram, 0x8c06814c, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068150, 4) INDIRECT (ram, 0x8c068150, 4) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068154, 4) INDIRECT (ram, 0x8c068154, 4) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068158, 4) INDIRECT (ram, 0x8c068158, 4) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c06815c, 4) INDIRECT (ram, 0x8c06815c, 4) , (const, 0x16c, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c73a, 2) INDIRECT (ram, 0x8c07c73a, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c73c, 2) INDIRECT (ram, 0x8c07c73c, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c73e, 2) INDIRECT (ram, 0x8c07c73e, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c740, 2) INDIRECT (ram, 0x8c07c740, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c742, 2) INDIRECT (ram, 0x8c07c742, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c744, 2) INDIRECT (ram, 0x8c07c744, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c746, 2) INDIRECT (ram, 0x8c07c746, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c748, 4) INDIRECT (ram, 0x8c07c748, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c74c, 4) INDIRECT (ram, 0x8c07c74c, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8ce, 2) INDIRECT (ram, 0x8c07c8ce, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8d0, 2) INDIRECT (ram, 0x8c07c8d0, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8d2, 2) INDIRECT (ram, 0x8c07c8d2, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8d4, 2) INDIRECT (ram, 0x8c07c8d4, 2) , (const, 0x170, 4)
