function	op_address	mnemonic	matched_constants	pcode
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afb8, 2) INDIRECT (ram, 0x8c09afb8, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afba, 2) INDIRECT (ram, 0x8c09afba, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afbc, 2) INDIRECT (ram, 0x8c09afbc, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afbe, 2) INDIRECT (ram, 0x8c09afbe, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afc0, 2) INDIRECT (ram, 0x8c09afc0, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afc2, 2) INDIRECT (ram, 0x8c09afc2, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afc6, 2) INDIRECT (ram, 0x8c09afc6, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afc8, 2) INDIRECT (ram, 0x8c09afc8, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afca, 2) INDIRECT (ram, 0x8c09afca, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afce, 2) INDIRECT (ram, 0x8c09afce, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afd4, 4) INDIRECT (ram, 0x8c09afd4, 4) , (const, 0x16c, 4)
